SNID,Filename,Date,Photometric Calibration,Inverse Sensitivity,Zeropoint,Wavelength,Zeropoint AB
2005dv,pantheon_data_folder/2005dv/mastDownload/HLA/HST_7867_13_NIC_NIC1_F110W/HST_7867_13_NIC_NIC1_F110W_drz.fits,2009-11-28T15:59:29,"NICMOS,1,F110W,DN",5.4386763e-19,-21.1,11292.4,22.989335705309806
2005dv,pantheon_data_folder/2005dv/mastDownload/HST/n4m513010/n4m513010_mos.fits,2009-02-20T16:34:37,"NICMOS,1,F110W,DN",5.4386763e-19,-21.1,11292.4,22.989335705309806
2005dv,pantheon_data_folder/2005dv/mastDownload/HST/n4m513020/n4m513020_mos.fits,2009-02-20T16:35:19,"NICMOS,1,F160W,DN",2.8815568e-19,-21.1,16071.3,22.912676998116794
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_69_wfc3_ir_f160w/hst_12880_69_wfc3_ir_f160w_drz.fits,2017-08-21,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_63_wfc3_ir_f160w/hst_12880_63_wfc3_ir_f160w_drz.fits,2017-09-03,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_70_wfc3_ir_f160w/hst_12880_70_wfc3_ir_f160w_drz.fits,2017-08-16,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_93_wfc3_ir_f160w/hst_12880_93_wfc3_ir_f160w_drz.fits,2017-08-26,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_59_wfc3_ir_f160w/hst_12880_59_wfc3_ir_f160w_drz.fits,2017-08-17,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_60_wfc3_ir_f160w/hst_12880_60_wfc3_ir_f160w_drz.fits,2017-10-07,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_65_wfc3_ir_f160w/hst_12880_65_wfc3_ir_f160w_drz.fits,2017-08-16,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_61_wfc3_ir_f160w/hst_12880_61_wfc3_ir_f160w_drz.fits,2017-08-23,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_66_wfc3_ir_f160w/hst_12880_66_wfc3_ir_f160w_drz.fits,2017-08-20,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_62_wfc3_ir_f160w/hst_12880_62_wfc3_ir_f160w_drz.fits,2017-08-28,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HLA/hst_12880_68_wfc3_ir_f160w/hst_12880_68_wfc3_ir_f160w_drz.fits,2017-09-03,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2003du,pantheon_data_folder/2003du/mastDownload/HST/ie5403060/ie5403060_drz.fits,2025-03-31,WFC3 IR F105W MJD#59052.1372,3.0885955e-20,-21.1,10551.047,26.251119626010045
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1359020/ic1359020_drz.fits,2025-04-11,WFC3 IR F160W MJD#56275.9849,1.941053e-20,-21.1,15369.176,25.93865359562831
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1369020/ic1369020_drz.fits,2025-04-11,WFC3 IR F160W MJD#56354.3049,1.9413032e-20,-21.1,15369.176,25.938513654219122
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1368020/ic1368020_drz.fits,2025-04-07,WFC3 IR F160W MJD#56344.2796,1.9412712e-20,-21.1,15369.176,25.93853155139505
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1363020/ic1363020_drz.fits,2025-04-11,WFC3 IR F160W MJD#56310.1691,1.9411623e-20,-21.1,15369.176,25.938592459932302
2003du,pantheon_data_folder/2003du/mastDownload/HST/ie5403010/ie5403010_drz.fits,2025-04-11,WFC3 IR F160W MJD#59052.0639,1.9499263e-20,-21.1,15369.176,25.933701587907954
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1362020/ic1362020_drz.fits,2025-04-07,WFC3 IR F160W MJD#56302.7227,1.9411384e-20,-21.1,15369.176,25.938605827827935
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1366020/ic1366020_drz.fits,2025-04-03,WFC3 IR F160W MJD#56332.1639,1.94123255e-20,-21.1,15369.176,25.938553168221212
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1361020/ic1361020_drz.fits,2025-04-03,WFC3 IR F160W MJD#56297.1358,1.9411205e-20,-21.1,15369.176,25.93861583987431
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1365020/ic1365020_drz.fits,2025-03-31,WFC3 IR F160W MJD#56324.3829,1.9412076e-20,-21.1,15369.176,25.93856712290809
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1370020/ic1370020_drz.fits,2025-03-31,WFC3 IR F160W MJD#56366.8628,1.9413435e-20,-21.1,15369.176,25.938491115382895
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1360020/ic1360020_drz.fits,2025-03-31,WFC3 IR F160W MJD#56289.0620,1.94109475e-20,-21.1,15369.176,25.938630242840382
2003du,pantheon_data_folder/2003du/mastDownload/HST/ic1393020/ic1393020_drz.fits,2025-03-31,WFC3 IR F160W MJD#56382.2184,1.9413925e-20,-21.1,15369.176,25.938463711472842
2003du,pantheon_data_folder/2003du/mastDownload/HST/ie5403040/ie5403040_drz.fits,2025-04-07,WFC3 IR F140W MJD#59052.0809,1.4811025e-20,-21.1,13922.907,26.44688760141285
2003du,pantheon_data_folder/2003du/mastDownload/HST/ie5403070/ie5403070_drz.fits,2025-04-04,WFC3 IR F125W MJD#59052.1389,2.2699358e-20,-21.1,12486.06,26.219838976470033
2006ef,pantheon_data_folder/2006ef/mastDownload/HST/id9210010/id9210010_drz.fits,2025-03-31,WFC3 IR F110W MJD#57957.5479,1.5421846e-20,-21.1,11534.459,26.811672946714538
2002de,pantheon_data_folder/2002de/mastDownload/HLA/HST_7328_22_NIC_NIC1_F160W/HST_7328_22_NIC_NIC1_F160W_drz.fits,2009-11-27T23:40:33,"NICMOS,1,F160W,DN",2.8815568e-19,-21.1,16071.3,22.912676998116794
2002de,pantheon_data_folder/2002de/mastDownload/HST/n44b22010/n44b22010_mos.fits,2009-02-11T04:35:53,"NICMOS,1,F160W,DN",2.8815568e-19,-21.1,16071.3,22.912676998116794
2002de,pantheon_data_folder/2002de/mastDownload/HST/n44b22030/n44b22030_mos.fits,2009-06-12T14:41:51,"NICMOS,3,F160W,DN",3.1270203e-19,-21.1,16077.6,22.823067150970623
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb33puq/idxb33puq_drz.fits,2025-04-07,WFC3 IR F160W MJD#59002.9238,1.9497692e-20,-21.1,15369.176,25.933789066100992
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb31030/idxb31030_drz.fits,2025-03-31,WFC3 IR F160W MJD#58975.0565,1.9496801e-20,-21.1,15369.176,25.933838682899882
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb35030/idxb35030_drz.fits,2025-04-11,WFC3 IR F160W MJD#59027.1038,1.9498465e-20,-21.1,15369.176,25.933746022162765
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb32030/idxb32030_drz.fits,2025-04-04,WFC3 IR F160W MJD#58988.8720,1.9497243e-20,-21.1,15369.176,25.933814069120274
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxba4020/idxba4020_drz.fits,2025-03-31,WFC3 IR F160W MJD#59014.7567,1.949807e-20,-21.1,15369.176,25.93376801723494
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb36030/idxb36030_drz.fits,2025-03-31,WFC3 IR F160W MJD#59038.8050,1.94988384999999e-20,-21.1,15369.176,25.933725224700588
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb37030/idxb37030_drz.fits,2025-04-04,WFC3 IR F160W MJD#59048.6722,1.9499155e-20,-21.1,15369.176,25.933707601460107
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxbab020/idxbab020_drz.fits,2025-04-04,WFC3 IR F160W MJD#59098.7805,1.9500755e-20,-21.1,15369.176,25.933618515206902
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb38030/idxb38030_drz.fits,2025-04-07,WFC3 IR F160W MJD#59057.8617,1.94994475e-20,-21.1,15369.176,25.933691314833425
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb3aayq/idxb3aayq_drz.fits,2025-03-31,WFC3 IR F160W MJD#59085.1523,1.9500319e-20,-21.1,15369.176,25.93364279048636
2006bh,pantheon_data_folder/2006bh/mastDownload/HST/idxb39030/idxb39030_drz.fits,2025-04-11,WFC3 IR F160W MJD#59076.1754,1.9500033e-20,-21.1,15369.176,25.933658714473644
2006dd,pantheon_data_folder/2006dd/mastDownload/HLA/hst_11691_03_wfc3_ir_f160w/hst_11691_03_wfc3_ir_f160w_drz.fits,2017-08-12,WFC3 IR F160W,1.9275602e-20,-21.1,15369.176,25.946227204106755
2006dd,pantheon_data_folder/2006dd/mastDownload/HLA/hst_11691_03_wfc3_ir_f110w/hst_11691_03_wfc3_ir_f110w_drz.fits,2017-08-12,WFC3 IR F110W,1.5274129e-20,-21.1,11534.459,26.822122716302047
2006dd,pantheon_data_folder/2006dd/mastDownload/HST/ib3n03030/ib3n03030_drz.fits,2025-04-03,WFC3 IR F110W MJD#55407.4690,1.529306625e-20,-21.1,11534.459,26.820777426987405
2006dd,pantheon_data_folder/2006dd/mastDownload/HST/n4b707010/n4b707010_mos.fits,2009-06-16T22:46:05,"NICMOS,2,F110W,DN",4.332017e-19,-21.1,11284.7,23.23782452942378
2006dd,pantheon_data_folder/2006dd/mastDownload/HST/n4b707030/n4b707030_mos.fits,2009-06-16T22:46:44,"NICMOS,2,F160W,DN",2.3600094e-19,-21.1,16059.9,23.13100148436843
2006dd,pantheon_data_folder/2006dd/mastDownload/HST/ib3n03050/ib3n03050_drz.fits,2025-04-07,WFC3 IR F160W MJD#55407.5290,1.9382771e-20,-21.1,15369.176,25.9402074183593
2006dd,pantheon_data_folder/2006dd/mastDownload/HST/ib3n03060/ib3n03060_drz.fits,2025-04-11,WFC3 IR F110W MJD#55407.5977,1.5293072e-20,-21.1,11534.459,26.820777018764367
2006dd,pantheon_data_folder/2006dd/mastDownload/HST/n4b707070/n4b707070_mos.fits,2009-02-22T16:48:24,"NICMOS,1,F110M,DN",1.748277e-18,-21.1,11025.8,21.773423837580168
2006bz,pantheon_data_folder/2006bz/mastDownload/HST/icwr08050/icwr08050_drz.fits,2025-03-31,WFC3 IR F160W MJD#57397.2049,1.94463685e-20,-21.1,15369.176,25.936650802327257
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb41030/idxb41030_drz.fits,2025-04-04,WFC3 IR F160W MJD#58628.8458,1.9485735e-20,-21.1,15369.176,25.934455100321507
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb4b030/idxb4b030_drz.fits,2025-04-11,WFC3 IR F160W MJD#58733.6021,1.9489083e-20,-21.1,15369.176,25.934268567323578
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb4abiq/idxb4abiq_drz.fits,2025-04-07,WFC3 IR F160W MJD#58726.3754,1.9488852e-20,-21.1,15369.176,25.934281436402628
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb45030/idxb45030_drz.fits,2025-04-04,WFC3 IR F160W MJD#58680.8341,1.9487396e-20,-21.1,15369.176,25.934362554108716
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb44030/idxb44030_drz.fits,2025-03-31,WFC3 IR F160W MJD#58668.7127,1.9487009e-20,-21.1,15369.176,25.93438411594712
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb43ewq/idxb43ewq_drz.fits,2025-04-22,WFC3 IR F160W MJD#58658.6579,1.9486687e-20,-21.1,15369.176,25.934402056614488
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb47030/idxb47030_drz.fits,2025-04-11,WFC3 IR F160W MJD#58701.9521,1.9488072e-20,-21.1,15369.176,25.934324891562916
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb42030/idxb42030_drz.fits,2025-04-07,WFC3 IR F160W MJD#58642.7628,1.948618e-20,-21.1,15369.176,25.934430305409002
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb46030/idxb46030_drz.fits,2025-04-07,WFC3 IR F160W MJD#58691.7573,1.9487745e-20,-21.1,15369.176,25.93434310982061
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb49030/idxb49030_drz.fits,2025-04-04,WFC3 IR F160W MJD#58719.2817,1.9488626e-20,-21.1,15369.176,25.934294027077804
2002dp,pantheon_data_folder/2002dp/mastDownload/HST/idxb48030/idxb48030_drz.fits,2025-03-31,WFC3 IR F160W MJD#58711.1548,1.9488366e-20,-21.1,15369.176,25.934308512105957
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e2_NIC_NIC3_F110W/HST_10182_e2_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:21,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e5_NIC_NIC3_F110W/HST_10182_e5_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:35,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e1_NIC_NIC3_F160W/HST_10182_e1_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:11,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e4_NIC_NIC3_F110W/HST_10182_e4_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:33,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e3_NIC_NIC3_F110W/HST_10182_e3_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:39,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e5_NIC_NIC3_F160W/HST_10182_e5_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:44,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e1_NIC_NIC3_F110W/HST_10182_e1_NIC_NIC3_F110W_drz.fits,2009-12-02T14:38:21,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e2_NIC_NIC3_F160W/HST_10182_e2_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:32,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e3_NIC_NIC3_F160W/HST_10182_e3_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:14,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e4_NIC_NIC3_F160W/HST_10182_e4_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:13,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze3030/n90ze3030_mos.fits,2009-09-26T10:17:49,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze4020/n90ze4020_mos.fits,2009-09-26T11:18:20,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze1020/n90ze1020_mos.fits,2010-11-23T23:40:40,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze2030/n90ze2030_mos.fits,2009-09-26T09:33:57,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze5020/n90ze5020_mos.fits,2009-09-26T11:24:06,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/if7r22010/if7r22010_drz.fits,2025-04-01,WFC3 IR F110W MJD#60354.6914,1.55434384999999e-20,-21.1,11534.459,26.803146103822485
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze2020/n90ze2020_mos.fits,2009-09-26T09:32:15,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze5030/n90ze5030_mos.fits,2009-09-26T11:25:48,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze1030/n90ze1030_mos.fits,2010-11-23T23:42:23,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze3020/n90ze3020_mos.fits,2009-09-26T10:16:05,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze4030/n90ze4030_mos.fits,2009-09-26T11:20:23,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2008bf,pantheon_data_folder/2008bf/mastDownload/HST/ie4108010/ie4108010_drz.fits,2025-03-31,WFC3 IR F160W MJD#58945.8065,1.9495867e-20,-21.1,15369.176,25.93389069665875
2008bf,pantheon_data_folder/2008bf/mastDownload/HST/ie4108020/ie4108020_drz.fits,2025-04-04,WFC3 IR F110W MJD#58945.8202,1.547179e-20,-21.1,11534.459,26.80816244660695
2002bo,pantheon_data_folder/2002bo/mastDownload/HST/n9wu17010/n9wu17010_mos.fits,2010-11-28T10:56:37,"NICMOS,3,F187N,DN",3.6489394e-18,-21.1,18747.801,19.82183169777429
2002bo,pantheon_data_folder/2002bo/mastDownload/HST/n9wu17020/n9wu17020_mos.fits,2010-11-28T10:59:35,"NICMOS,3,F190N,DN",3.3306088e-18,-21.1,19003.4,19.891534387745164
2006kf,pantheon_data_folder/2006kf/mastDownload/HST/if7r29010/if7r29010_drz.fits,2025-04-08,WFC3 IR F110W MJD#60387.1577,1.554510075e-20,-21.1,11534.459,26.803029998977948
2003cg,pantheon_data_folder/2003cg/mastDownload/HLA/HST_7331_98_NIC_NIC2_F160W/HST_7331_98_NIC_NIC2_F160W_drz.fits,2009-11-27T21:54:23,"NICMOS,2,F160W,DN",5.4149073e-19,-21.1,16059.9,22.22930825092475
2003cg,pantheon_data_folder/2003cg/mastDownload/HST/n3zd98010/n3zd98010_mos.fits,2009-06-18T19:12:27,"NICMOS,2,F160W,DN",2.3600094e-19,-21.1,16059.9,23.13100148436843
